"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Aruba","ABW","Renewable energy consumption (% of total final energy consumption)","EG.FEC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.198600563761172","0.169456936348111","0.173962390987853","0.139492300902025","0.127386577918442","0.111639755706652","0.1071739129983","0.102255636262742","0.0993694152937731","0.099051218504752","0.166552324998804","0.180523334514406","0.181390812934401","0.184549671202048","0.187054711226682","0.186599365483407","0.189937142718572","0.190059132428849","0.193546025766485","0.299773734870086","5.46471620232132","5.66178896572714","6.85584966070715","6.89480513199377","6.92223352784107","","",
"Afghanistan","AFG","Renewable energy consumption (% of total final energy consumption)","EG.FEC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.9245325921536","17.0364432753363","26.5216271477137","30.5856688044925","32.796249701661","35.0756411981426","37.9457492469069","41.4326009781422","44.094319604064","52.1857696879263","54.2431401581045","54.0550337508652","43.5661145479118","41.7354697467189","49.1882978956404","40.8591841028475","37.1372535413885","33.8625838380894","21.3437143148686","17.8138552251694","14.8398085591884","10.7938284198393","13.9735842766007","14.2784544990423","16.7489964155859","","",
"Angola","AGO","Renewable energy consumption (% of total final energy consumption)","EG.FEC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.2552305712021","71.8886215855863","72.7232596250164","71.2770404715295","72.2202516563889","73.9458683906649","73.1396020954724","73.734417510314","76.8197842841943","73.4107992003448","74.6181761876244","73.7578502162101","72.1251210435031","67.306120093871","65.4930582780939","70.9541867026386","65.0225750915449","61.5996898813788","58.1079849716235","55.7489711114872","54.1938251541075","52.7156865939078","52.2457333059508","50.6861106507453","50.7974664494012","","",
"Albania","ALB","Renewable energy consumption (% of total final energy consumption)","EG.FEC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.5180866608373","32.9981667694334","46.8133241789185","51.1520485584219","51.4595435742247","50.609721461086","51.63636280162","55.9533530609053","49.9833555518827","42.718314271289","41.4454090076617","39.125663178405","35.8962949391951","33.7527335172101","35.9358721916502","36.8694827126453","31.7101944002743","32.100936890243","35.9129033063239","37.216639387036","37.1153301953119","35.9625311965326","40.0482965992594","41.288978499442","38.6894965993971","","",
"Andorra","AND","Renewable energy consumption (% of total final energy consumption)","EG.FEC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.2735502072873","14.2735502072873","14.3087544638739","13.9189545867614","14.56102441664","14.4810480827273","14.1000476048869","14.1940024550856","14.4586417232135","14.5498952477863","14.890668621818","15.773872648192","16.2218188829497","16.9123075876121","16.8744239120206","16.9024416369854","17.4859962898686","16.9407765392178","17.4227398039536","17.5159512321117","19.0907266147214","18.971541221453","19.1955340068061","19.5637006651701","19.8863267127447","","",
"Arab World","ARB","Renewable energy consumption (% of total final energy consumption)","EG.FEC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.85506248485826","7.67869732088366","7.2557783356131","7.06481770041228","7.2218956265953","7.1211671930649","7.10294630233939","7.58150897129878","7.14405503241988","6.74417436990079","6.60949218828787","6.42811650402122","6.28034115329109","6.37925878740733","6.71775517739622","6.37681806318713","6.19152308574412","5.60712395721776","5.15597314621351","5.0621911536984","4.85464822155142","4.70177997633192","4.17973596612834","4.23188683994207","4.18459020089564","","",
"United Arab Emirates","ARE","Renewable energy consumption (% of total final energy consumption)","EG.FEC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0.18836919174381","0.150356209604153","0.120145338040884","0.112604484175461","0.0803323516148168","0.0763556633391225","0.0724699165255352","0.0716485471076282","0.0763771690585616","0.0647058524340204","0.0666075413200001","0.0663605296982196","0.100562178440855","0.105394823788941","0.120338084285957","0.119256368929962","0.118359828331208","0.118833695482445","0.12259556913874","0.120926655644255","0.119840694550872","0.132212906111465","0.167806950232284","","",
"Argentina","ARG","Renewable energy consumption (% of total final energy consumption)","EG.FEC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.92290362021342","8.74818149257955","9.4716474340405","10.1283411192449","10.734911942429","11.2051862205533","10.1938559481367","10.9990713085174","11.3430117601714","10.306172699109","11.0779531419408","13.0403745824847","13.2879805729717","12.5181290548164","8.34804550106846","8.95760224898816","10.1878433203209","8.88765044692423","7.60968721787448","8.57405951860802","8.9614455080753","10.1168481145891","9.86670021115689","10.2208551317966","10.7731248609902","","",
"Armenia","ARM","Renewable energy consumption (% of total final energy consumption)","EG.FEC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.1189445320573","2.30943578723865","6.67767891976725","12.9368335139815","17.7636528355725","9.27435281458738","12.4733028783775","10.1201134991897","9.38056263459412","8.35879659006263","7.16426308560288","5.4191127298346","8.89936750844607","9.81161510960088","8.70789934371147","6.49117406663765","7.6528355676714","7.01726201928107","6.40516759570713","7.80055562612142","9.3598172258907","8.00961545425935","6.56571178911898","6.77121777494337","7.7247338654504","","",
"American Samoa","ASM","Renewable energy consumption (% of total final energy consumption)","EG.FEC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.70242656449553","0.703140481075933","0.700882474752302","","",
"Antigua and Barbuda","ATG","Renewable energy consumption (% of total final energy consumption)","EG.FEC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",
"Australia","AUS","Renewable energy consumption (% of total final energy consumption)","EG.FEC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.00957862095012","8.24547234154988","7.51646995330493","8.61699227775454","8.25994716233665","8.21780573230701","8.86597109711756","9.08024376658822","8.59507281065251","8.50727337152295","8.4233424471751","8.37028223004478","8.73872132518713","7.13900317672162","6.66882802564038","6.71197573579166","6.85719137204002","6.95158584155545","6.79705889520393","6.76544114591051","8.55276141520674","8.47219788520597","8.44370522678695","9.32059312850134","9.49756781534329","","",
